Thermoelement:
millivolt = grad celsius

98,35 
113,50 
131,55 
147,60 
162,65 
178,70 
194,75 
209,80 
225,85 
242,90 
258,95 
275,100
318,110
363,120
402,130
438,140
474,150
515,160
553,170
590,180
625,190
660,200
695,210
741,220
778,230
815,240
859,250
899,260
937,270
970,280
1007,290
1037,300
1072,310
1102,320
1134,330
1166,340
1200,350
1233,360
1265,370
1299,380
1333,390
1367,400
1402,410
1436,420
1471,430
1507,440
